,0,1
2802,"“These standards were created by teachers across the state, education leaders, curriculum directors and stakeholders,” said Joy Hatcher, social studies program manager for the Georgia Department of Education.",8
2803,The curriculum is evaluated every four to eight years to add new information and reflect educational standards. That last revision for social studies was completed in June 2016 for the 2017-2018 school year.,9
2804,"And although educators can’t pretend certain things didn’t happen, they aim to put lessons into age-appropriate context. For example, the story of Ruby Bridges talks about integration and civil rights from the perspective of a schoolgirl.",10
2805,"“We provide sample units and lessons that meet state standards as well as support and other resources for teachers,” said Hatcher.",11
2806,"The Georgia Standards of Excellence for Social Studies integrates the history of African Americans throughout the school year, K-12. Although there are GSE standards that address black history K-12, courses such as United States history and Georgia studies specifically address this subject.",12
2807,"Schools use the month of February to spotlight historical figures. According to a Cobb County Public Schools spokesman, the social studies department will share a black history resource guide with schools and support local school events.",13
2808,"Clayton County Public Schools allows students to dive deeper into the legacy of African Americans in the United States. Over the years, in addition to providing teachers with a variety of lesson plans that allow them to select engaging topics, schools have been provided with a list of places relative to African-American History that can be visited as class field trips or with guardians over the weekend.",14
2809,"
﻿RELATED: ‘Lift Every Voice and Sing’: Whether anthem or hymn, song invokes pride﻿
",15
2810,"Fulton County does not mandate how schools recognize Black History Month, but encourages platforms for rich discussion among students — hosting an array of special events such as musicals and dramatic performances, inviting guest speakers, and holding competitions such as door decorations and cafeteria trivia.",16
2811,"Cherokee County’s eighth-grade Georgia history curriculum includes lessons on African Americans’ accomplishments and contributions — historical, political, social, and economic. An example of one way to do this is a scavenger hunt for students involving quotes from notable figures from black history posted on the walls throughout the school. Students create a timeline of black history from the quotes.",17
2812,"While many in the black community applaud those efforts, some aren’t sure they’re enough. They argue that to effectively teach black history, black people must take control of their own narrative and ensure that it’s not just about looking back, but mainly looking forward. In doing so, we can’t forget our humanity, many implore.",18
2813,"Janice Bell, a paraprofessional at a day care center near Emory University and the CDC, was one of the first black children to integrate a white school in Daytona Beach, Fla.",19
2814,"“At 8 years old, I was assigned to South Ridgewood Elementary. It was the first elementary school in Volusia County to accept black students. I had a reading disability so they asked my mother if I could attend South Daytona Elementary — which had no blacks at all. My mother agreed because the wheels of change had already started moving.”",20
2815,Bell said she had no trouble.,21
2816,"“I think it’s mainly because racism has to be taught. Some of the kids were curious about me, but nobody bullied me or called me names,” she said. “That’s how it is at my school here in Atlanta. We have such diversity that nobody focuses on the differences. Even though they are little ones, they know everyone’s not the same.”",22
2817,"Darius Hicks, producer of the podcast “While Black,” moved to metro Atlanta from Mississippi. He found that the best education was only in predominantly white areas and that perception carried over in his decision where to locate here.",23
2818,"“When you look at an educational system that is predominately black you think, ‘I’m not sending my kids there!’ ” he said. “But after getting to know what’s available and taking a better look at several communities, I know that’s not the case.”",24
2819,"With many school districts now majority minority and others headed in that direction, educators have become more cognizant of cultural differences. He created the podcast a few years ago to challenge the current narrative about blacks.",25
2820,"“We are often seen as scary to white Americans,” he said. “But when you look at the majority of us, we go to work every day, pay our taxes, try to raise our kids and live a great life. We want the same things everyone else wants. Somewhere along the way, somebody else defined us and it’s time for us to set the definition straight.”",26
2821,He set up a series for Black History Month titled “Black Future.” Each week will pay homage to history by looking at what’s coming next.,27
2822,"
“We don’t have to rely on others to tell our stories. We have the tools and the skills to use those tools.” —Kellye Britton, director of operations and programming for the Harvard Debate Council Diversity Project
",28
2823,"The first installment will feature Kellye Britton, director of operations and programming for the Harvard Debate Council Diversity Project. The program promotes educational equity by creating opportunities for underserved youth to gain exposure and access to academic training that will distinguish them as top candidates in the college admissions process. She explains on the podcast how to invest in youth and how to create standards of excellence.",29
2824,"“I’m blown away on almost a daily basis with how many gifted and talented young people we have,” she said. “But potential isn’t enough. We have to work to hone those skills and give them opportunities to excel.”",30
2825,"In her role with the Harvard debate project, she encourages students to find solutions to issues on their own. Before the students become great debaters, they must be great thinkers, she said.",31
2826,"“That’s how we ensure that our history is OUR history,” she said. “We don’t have to rely on others to tell our stories. We have the tools and the skills to use those tools.”",32
2827,She gave an example of a time in her academic career where she chose to take control of her narrative.,33
2828,"“In school I was often the only minority in most classes,” she said. “In a literature and writing class we were given the opportunity to write papers on books of our choosing. … I did my 10th grade thesis on ‘Waiting to Exhale.’ ”",34
2829,"She added that she gradually realized she didn’t have to hide behind a veil of ‘being black.’ It was obvious to people who and what she was. So, unapologetically, she delved into her history and culture.",35
2830,"“I not only made an A in the class,” she said. “I made the highest grade that instructor had ever awarded. And I stayed true to self.”",36
2831,"Hicks’ son Isaiah, who is a member of the current Harvard Debate Council Diversity Project group, is producing this series.",37
2832,"“He’s doing it all — booking the guests, setting up topics and questions, editing the raw audio,” said Hicks.",38
2833,"HDCDP alumni Payton Gunner and Xavier Shankle are guests on the second installment of the podcast. Their topic centers around respect for past black history pioneers and moving the narrative forward. And in the final two episodes, those scholars will take over as hosts.",39
2834,"“All four episodes are about youth, through youth and for youth,” said Hicks. “At the same time, however, we have to enlighten everyone else, especially white people. They shouldn’t be surprised by our accomplishments. And we should speak as loud — no louder — about those than we do about the negative stuff.”",40
2835,"Author Curtis Claytor agrees that knowledge is power. In the good old days, families used to gather on the porch in the evenings and tell stories about the past. Today’s kids know little about their own families, much less pioneers who paved the way for them.",41
2836,"In “The Ultimate Black History Trivia Book” Claytor included 2,000 multiple-choice questions and answers in four categories: history, music, sports and television, arts and literature.",42
2837,"“Most of us learn in school about Martin Luther King, Jr., Harriet Tubman, and George Washington Carver. But who was the woman who refused to sit in the Jim Crow section of a train in 1883 or the black man who invented the gas mask and the three-signal stoplight?” said Claytor.",43
2838,"He said it’s important to learn about inventors and the heroes of the black struggle, but also about about the horrific racial violence that is seldom mentioned in history books.",44
2839,"“Do you know about the race riot that resulted in the murder of over 200 blacks and the destruction of more than 1,100 black businesses and homes?” he asked. Few Americans do, he said.",45
2840,"At the end of the day, it’s important that the stories get told, said Knight. “Images matter.”",46
2841,"
﻿RELATED: The thing about Double Consciousness ﻿
",47
2842,"Support real journalism. Support local journalism. Subscribe to The Atlanta Journal-Constitution today.
		        See offers.",48
2843,Your subscription to the Atlanta Journal-Constitution funds in-depth reporting and investigations that keep you informed. Thank you for supporting real journalism.,49
2844,"
More information
",50
2845,"“While Black” calls itself a podcast on black excellence. During February, it’s focusing on “black futures” while paying homage to black history.",51
2846,"Check out the ‘While Black’ podcast at whileblackpodcast.podbean.com
",52
2847,"Throughout February, we’ll spotlight a different African American pioneer in the Living section every day except Fridays. The stories will run in the Metro section that day.",53
2848,"Go to www.ajc.com/black-history-month/ for more subscriber exclusives on people, places and organizations that have changed the world and to see videos and listen to Spotify playlists on featured African American pioneers.",54
2849,"© 2018
The Atlanta Journal-Constitution.
			All Rights Reserved. By using this website, you accept the terms of our
			Visitor Agreement and
			Privacy Policy, and understand your options regarding
			Ad Choices. Learn about
			careers at Cox Enterprises.
		",55
2850,"Search Toggle Search Input
",1
2851,"



",2
2852,,3
2853,"Oklahoma City, Friday, Jan. 31, 2020 – The Oklahoma City Thunder will celebrate Black History Month throughout February with community events and in-game recognition starting on Saturday, Feb. 1. Thunder players (scheduled to appear), will mentor and meet with youth from the Oklahoma City Police Department’s FACT program at the Thunder Corporate Office. During the visit, Thunder players and students will participate in group activities that will include a handshake circle, which focuses on getting to know one another and a group Jenga activity that will focus on teamwork. The Family Awareness and Community Teamwork (FACT) is a program of the Oklahoma City Police Department that targets youth ages 10-17 with a focus on character-building and equipping the community to make a difference in the lives of youth in Oklahoma City.",4
2854,"On Monday, Feb. 3, Thunder players (scheduled to appear) will board the Rolling Thunder Book Bus, presented by American Fidelity at Britton Elementary School and help students select a book to take home as part of the team’s ongoing commitment to literacy and education. In celebration of Black History Month, the Book Bus will feature a Black History Month book collection for students to choose from including storybooks from black authors and about figures in black history such as Neil deGrasse Tyson, Mo’Ne Davis and Misty Copeland.",5
2855,"On Tuesday, Feb. 4, Thunder players (scheduled to appear) will join the seventh and eighth-grade basketball teams from Kerr Middle School for a Thunder Character Combine. During the event, Thunder players will lead students through a black history education station, which will highlight three black pioneers and their paths as well as health and wellness station. The Thunder Character Combine aims to show how small wins lead to larger successes and includes a fast-pace circuit program that emphasizes strength, speed, agility, power and accuracy. ",6
2856,"The celebration of Black History Month at Chesapeake Arena continues with the Thunder’s game against the Cleveland Cavaliers on Wednesday, Feb. 5 at 7 p.m. On this night, and at all home games throughout the month of February, the in-game experience will include black history facts, features of art at the chalk wall in Section 312 and imagery of black historical figures on the OKC letters in Section 111. ",7
2857,"On Feb. 5, James Dunbar of Greater Cleaves Memorial Christian Methodist Episcopal Church will provide the invocation before the national anthem, which will be performed by inspirational gospel artist Rob Clay. The night’s honor guard will be comprised of Classen SAS Army JROTC members. The evening’s halftime entertainment will be Chicago Boyz Acrobatic team. Founded in 1999 by gymnast Tim Shaw, the performers are inner-city youth who are taught discipline, respect, hard work, integrity and teamwork. The team members must maintain an academic standard, and many members of the Chicago Boyz Acrobatic team have gone on to become professional gymnasts.",8
2858,"On Sunday, Feb. 9, Zuzu African Acrobats will perform traditional Kenyan acrobatic skills set to high energy beats at halftime of the Thunder vs. Celtics game. The group from Mombasa, Kenya, has been featured as a finalist on America’s Got Talent and has previously performed at the 2016 Olympic Games in Rio de Janeiro.",9
2859,"On Thursday, Feb. 27, the winners of the Thunder’s Black Heritage Creative Contest presented by Sprite will be recognized on court at halftime of the Thunder vs. Sacramento Kings game. The winners will be granted early access to the game to watch warmups and their artwork will also be featured in the game program. The contest encourages students in grades 9-12 to submit an original creative piece on 11x17 or 12x18 poster paper depicting an individual or moment in black history that has personally influenced them. With a deadline of Feb. 14, winners from each grade will also have their art displayed on okcthunder.com and will take home a number of prizes including Thunder gear, an autographed item and a personalized plaque.",10
2860,"

",11
2861,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",12
2862,"Search Toggle Search Input
",1
2863,"
THE SCENE AT Kerr Middle School mirrored that of the NBA combine where aspiring players put their skills to the test ahead of draft night. Reflex drills took place on the sideline while vertical testing and basketball drills took place on opposite ends of the floor.
 
However, there were a few key differences in Tuesday’s combine compared to the one that occurs every May in Chicago: the group was made up entirely of seventh and eighth graders; there was only one NBA player; and the main focus of this combine was character.
 
The one NBA player present was Thunder rookie, Darius Bazley who endured gauntlet of the NBA combine only nine months ago. Bazley roamed through each of the four stations of the character combine offering his expertise on the drills at hand, three of which were dedicated to on-court basketball skills.",2
2864,"
The fourth station however, required no athletic ability at all. As a matter of fact, all it required was a permanent marker and a big dream. Four easels stood in front of the bleachers with the faces of Misty Copeland, Jackie Robinson, Madam C.J. Walker and Oprah Winfrey displayed on each one.
 
When asked what they knew about each one, the young group belted out, “Ballerina!”, “First African American baseball player!”, “She’s a millionaire!”
 
All correct answers, but what they didn’t realize were the small steps each one had to take every day to get to their respective points of recognition. Winfrey grew up in rural Mississippi to a low-income family and with the massive goal in mind to have her own television show, accomplished small victories every single day to help her get to where she is today.
 
“I just think it all correlates because when you look at those people, you always just see their big wins and sometimes you don’t see their little wins,” said Bazley. “I think it’s big for them to see how someone as big as those four people were and realize some of the small things they did to get to where they are.”
 






Each person at the station identified their big win that they wanted to accomplish in life and wrote it down on a massive banner spread on the floor with “Celebrate the Win” inscribed across the top. On the other side of the banner, the group wrote down the small, daily wins that would be necessary to achieve each goal and then connected the line that tied those two goals together.",3
2865,"


“I think that was probably the most impactful thing, especially for young kids because I know when I was younger, I wasn’t learning about little wins that make a big difference,” said Bazley. “Nobody really broke it down like they did so it was pretty cool.”
 
Bazley brought a modern day, tangible take to what small victories might look like. For him, making his bed every day and making sure his house is clean helps him to feel prepared to conquer each day. The group locked their gaze on the rookie as he spoke. As an NBA player, his words resonated with the seventh and eight grade basketball players who have their whole lives ahead of them and big dreams for the taking.
 
“They listen to adults, but when it’s someone like that, they really listen and they really look up to those guys,” said Darcy Budde, Assistant Principal at Kerr Middle School.  “I hope that they take away that they really can do anything they put their minds to.”
 
 
 ",4
2866,"

",5
2867,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",6
2868,"Search Toggle Search Input
",1
2869,"
THE SCENE AT Kerr Middle School mirrored that of the NBA combine where aspiring players put their skills to the test ahead of draft night. Reflex drills took place on the sideline while vertical testing and basketball drills took place on opposite ends of the floor.
 
However, there were a few key differences in Tuesday’s combine compared to the one that occurs every May in Chicago: the group was made up entirely of seventh and eighth graders; there was only one NBA player; and the main focus of this combine was character.
 
The one NBA player present was Thunder rookie, Darius Bazley who endured gauntlet of the NBA combine only nine months ago. Bazley roamed through each of the four stations of the character combine offering his expertise on the drills at hand, three of which were dedicated to on-court basketball skills.",2
2870,"
The fourth station however, required no athletic ability at all. As a matter of fact, all it required was a permanent marker and a big dream. Four easels stood in front of the bleachers with the faces of Misty Copeland, Jackie Robinson, Madam C.J. Walker and Oprah Winfrey displayed on each one.
 
When asked what they knew about each one, the young group belted out, “Ballerina!”, “First African American baseball player!”, “She’s a millionaire!”
 
All correct answers, but what they didn’t realize were the small steps each one had to take every day to get to their respective points of recognition. Winfrey grew up in rural Mississippi to a low-income family and with the massive goal in mind to have her own television show, accomplished small victories every single day to help her get to where she is today.
 
“I just think it all correlates because when you look at those people, you always just see their big wins and sometimes you don’t see their little wins,” said Bazley. “I think it’s big for them to see how someone as big as those four people were and realize some of the small things they did to get to where they are.”
 






Each person at the station identified their big win that they wanted to accomplish in life and wrote it down on a massive banner spread on the floor with “Celebrate the Win” inscribed across the top. On the other side of the banner, the group wrote down the small, daily wins that would be necessary to achieve each goal and then connected the line that tied those two goals together.",3
2871,"


“I think that was probably the most impactful thing, especially for young kids because I know when I was younger, I wasn’t learning about little wins that make a big difference,” said Bazley. “Nobody really broke it down like they did so it was pretty cool.”
 
Bazley brought a modern day, tangible take to what small victories might look like. For him, making his bed every day and making sure his house is clean helps him to feel prepared to conquer each day. The group locked their gaze on the rookie as he spoke. As an NBA player, his words resonated with the seventh and eight grade basketball players who have their whole lives ahead of them and big dreams for the taking.
 
“They listen to adults, but when it’s someone like that, they really listen and they really look up to those guys,” said Darcy Budde, Assistant Principal at Kerr Middle School.  “I hope that they take away that they really can do anything they put their minds to.”
 
 
 ",4
2872,"

",5
2873,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",6
2874,"Search Toggle Search Input
",1
2875,"
When the NBA schedule came out, the Thunder front office, training staff and coaching staff all looked at the month of January and came to a clear conclusion – that 31-day span was going to be an absolute grind.
 
With 17 games in a 30-day span, the Thunder played at least every other day, including three sets of back-to-backs. Even the build-up to the month was unforgiving. Starting on Christmas day, OKC has gone more than five weeks without getting two consecutive days off without a game. Yet despite a relentless amount of basketball and adversity sprinkled in due to injuries, personal reasons and travel, the Thunder not only emerged unscathed, it thrived.
 
The Thunder finished the month 12-5, building on the momentum it established in December when the team went 11-4 and Billy Donovan was named Western Conference Coach of the Month.
 
In December, it was the Thunder defense that did the heavy lifting. In the opening month of 2020, a blistering offense led the way. By averaging 115.0 points on 47.8 percent shooting, including 37.8 percent from three and 82.0 percent from the free-throw line, the Thunder cracked the top 10 in crucial offensive categories. 
 
“Great month,” veteran forward Danilo Gallinari said after the team’s exhilarating 111-107 win over Phoenix on Friday night. “We knew it was a tough month, tough schedule. It’s great that we played this basketball for this month.”




 ",2
2876,"

Added Donovan: “In terms of the competitive spirit these guys have had for the entire month, and the way they’ve played for each other and with each other, it has been really remarkable to watch considering the fact that the month was filled with a lot of different lineups for us because of injuries and guys being out.”
 
As Donovan referenced, the injury bug hit the Thunder harder in January than any other month, yet the team surged ahead unfazed. Terrance Ferguson (personal), Nerlens Noel (ankle) and Abdel Nader (ankle) each missed eight games during the month. That’s three key rotation players missing nearly half of the contests. Meanwhile, Gallinari and Steven Adams each missed three games with nagging injuries and Chris Paul missed the team’s home loss to Dallas due to personal reasons.
 
To compensate, the Thunder didn’t tighten up its rotations and just rely on its usual contributors. Instead, Donovan invested in his depth, reaching to Mike Muscala, Deonte Burton, Hamidou Diallo and rookie two-way guard Lu Dort to not just fill minutes, but to thrive. Muscala made 11 3-pointers in a three-game span and Dort not only took on hefty defensive challenges but also made 10 of- 15 3-point attempts during a 17-quarter stretch towards the end of the month.
 
“It really speaks a lot to the mentality of a lot of these guys and how much they’ve worked and kept themselves prepared and ready,” Donovan said.
 
“We’ve tried to always play to an identity and to a style of how we want to play. Regardless of if somebody is out, someone filling in knows what their job and responsibility is,” he added. “All those things help.”



 ",3
2877,"
EVEN AMONG THE players who have been in the rotation all season long, the Thunder got extra contributions. Second-year guard and All-Star Rising Stars selection Shai Gilgeous-Alexander is the only Thunder player to compete in all 50 games this season and yet, he dug into his energy reserves to take on more responsibility. Starting on Jan. 13, when he registered his first-career triple-double, a 20-point, 20-rebound, 10-assist masterpiece in Minnesota, SGA has gone to extra lengths to emphasize the non-scoring aspects of his game. 
 
Gilgeous-Alexander is averaging a team-high 9.1 rebounds per game during that 11-game span to go with 4.9 assists, 1.2 steals and 1.4 blocks, more than every Thunder player other than Noel.
 
“I’m just trying to do more,” said Gilgeous-Alexander. “At the end of the day, be more of a complete basketball player, whether that’s getting rebounds, assists, points, steals.”
",4
2878,"
LIKE IN MINNESOTA, Gilgeous-Alexander and his Thunder teammates have thrived as much away from home as they have inside Chesapeake Energy Arena. In fact, after starting 0-6 on the road to begin the year, the Thunder is 15-4 since, including 9-1 in January. The month began in San Antonio – a spot where historically teams struggle to go in and simply take care of business. In the second half, that’s exactly what OKC did. That momentum continued to road wins in Cleveland (in a blowout) and Brooklyn (in overtime) to finish that four-game road trip. 
 
Since then, the Thunder beat up on Minnesota twice and swept two other two-game road trips. The first set came against a pair of playoff teams, with the Thunder surging back from 15-down with less than seven minutes to go in Houston to stun the Rockets. Then, in Orlando, the Thunder staved off a furious comeback by the Magic to commence its current stretch of seven wins in its last eight games. After dispatching the Kings by 20 in Sacramento on Wednesday, the Thunder surged ahead with a 13-0 late fourth-quarter run to beat Phoenix on Friday to close the month. 
 
“We just trust each other. We try to play to our identity no matter the circumstances,” Gilgeous-Alexander said. “We just try to control what we can control.”
 
“It just shows growth and understanding that on the road, we have to play together, we have to stick together,” Paul said. “Teams are going to make runs, the crowd is going to be in the game. The confidence that our team has right now when the game is on the line down the stretch is probably at an all-time high.”

 

	
	
 ",5
2879,"
DESPITE BLOWOUT HOME wins against Houston, Orlando and Portland, many of the games last month had a common theme: a tight fourth quarter. Once again, after not thriving in those circumstances early in the year, the Thunder has now turned into one of the scariest teams to be in close combat with in the entire league.
 
In fact, the Thunder outscored its foes by 3.9 points per fourth quarter in the month, the best mark in the league. Paul, the savvy veteran point guard, along with the lightning bolt alongside him in crunch time, Dennis Schröder, have been sensational down the stretch of games. They’ve isolated against big men, hit dagger jumpers in the midrange and from behind the arc and have just generally put the Thunder in positions to win.
 
“We just try to finish,” said Paul, a 2020 All-Star, earning his first selection since the 2015-16 season, “especially when it gets to the four or five-minute mark. We know that’s winning time. That’s when the really good teams lock in.”
 ",6
2880,"
FOR THE MONTH, Schröder averaged 20.4 points on 48.3 percent shooting, including an unreal 46.4 percent from the 3-point line. Meanwhile, Paul notched 5.1 points per fourth quarter in January and 18.3 per game overall in the month.
 
After shouldering a solid amount of the playmaking and defending load over the last month, the Thunder’s three point guards will all be looking forward to a couple days off before revving back up for the month of February. Paul and Schröder will relish spending Saturday and Sunday with their children before the Thunder reconvenes for practice on Monday. With an early morning arrival from Phoenix on Saturday and the Super Bowl on Sunday, Gilgeous-Alexander has set plans as well.
 
“It’ll be good. I won’t be touching a basketball for those two days,” he said, grinning.
 
“Me neither,” Gallinari quipped.

 ",7
2881,"
AFTER 48 HOURS of some peace and quiet, it’ll be back to the Thunder Ion for the beginning of the home stretch. Only 32 games remain, with just 10 in February, giving the Thunder some clear runway to keep sharpening its tools and preparing itself for a late-season run in April and possibly beyond. To do that requires putting in the work. This Thunder squad not only likes being around one another, it also enjoys pulling in the same direction on the court in the short term as investment in itself for the long term.
 
“It’s good to have a couple days off and get back to practice,” Gallinari added, referencing the team’s severe lack of practice time lately. “To spend some time in the gym and practice with each other is going to be nice.”


 ",8
2882,"

",9
2883,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",10
2884,"Search Toggle Search Input
",1
2885,"
When the NBA schedule came out, the Thunder front office, training staff and coaching staff all looked at the month of January and came to a clear conclusion – that 31-day span was going to be an absolute grind.
 
With 17 games in a 30-day span, the Thunder played at least every other day, including three sets of back-to-backs. Even the build-up to the month was unforgiving. Starting on Christmas day, OKC has gone more than five weeks without getting two consecutive days off without a game. Yet despite a relentless amount of basketball and adversity sprinkled in due to injuries, personal reasons and travel, the Thunder not only emerged unscathed, it thrived.
 
The Thunder finished the month 12-5, building on the momentum it established in December when the team went 11-4 and Billy Donovan was named Western Conference Coach of the Month.
 
In December, it was the Thunder defense that did the heavy lifting. In the opening month of 2020, a blistering offense led the way. By averaging 115.0 points on 47.8 percent shooting, including 37.8 percent from three and 82.0 percent from the free-throw line, the Thunder cracked the top 10 in crucial offensive categories. 
 
“Great month,” veteran forward Danilo Gallinari said after the team’s exhilarating 111-107 win over Phoenix on Friday night. “We knew it was a tough month, tough schedule. It’s great that we played this basketball for this month.”




 ",2
2886,"

Added Donovan: “In terms of the competitive spirit these guys have had for the entire month, and the way they’ve played for each other and with each other, it has been really remarkable to watch considering the fact that the month was filled with a lot of different lineups for us because of injuries and guys being out.”
 
As Donovan referenced, the injury bug hit the Thunder harder in January than any other month, yet the team surged ahead unfazed. Terrance Ferguson (personal), Nerlens Noel (ankle) and Abdel Nader (ankle) each missed eight games during the month. That’s three key rotation players missing nearly half of the contests. Meanwhile, Gallinari and Steven Adams each missed three games with nagging injuries and Chris Paul missed the team’s home loss to Dallas due to personal reasons.
 
To compensate, the Thunder didn’t tighten up its rotations and just rely on its usual contributors. Instead, Donovan invested in his depth, reaching to Mike Muscala, Deonte Burton, Hamidou Diallo and rookie two-way guard Lu Dort to not just fill minutes, but to thrive. Muscala made 11 3-pointers in a three-game span and Dort not only took on hefty defensive challenges but also made 10 of- 15 3-point attempts during a 17-quarter stretch towards the end of the month.
 
“It really speaks a lot to the mentality of a lot of these guys and how much they’ve worked and kept themselves prepared and ready,” Donovan said.
 
“We’ve tried to always play to an identity and to a style of how we want to play. Regardless of if somebody is out, someone filling in knows what their job and responsibility is,” he added. “All those things help.”



 ",3
2887,"
EVEN AMONG THE players who have been in the rotation all season long, the Thunder got extra contributions. Second-year guard and All-Star Rising Stars selection Shai Gilgeous-Alexander is the only Thunder player to compete in all 50 games this season and yet, he dug into his energy reserves to take on more responsibility. Starting on Jan. 13, when he registered his first-career triple-double, a 20-point, 20-rebound, 10-assist masterpiece in Minnesota, SGA has gone to extra lengths to emphasize the non-scoring aspects of his game. 
 
Gilgeous-Alexander is averaging a team-high 9.1 rebounds per game during that 11-game span to go with 4.9 assists, 1.2 steals and 1.4 blocks, more than every Thunder player other than Noel.
 
“I’m just trying to do more,” said Gilgeous-Alexander. “At the end of the day, be more of a complete basketball player, whether that’s getting rebounds, assists, points, steals.”
",4
2888,"
LIKE IN MINNESOTA, Gilgeous-Alexander and his Thunder teammates have thrived as much away from home as they have inside Chesapeake Energy Arena. In fact, after starting 0-6 on the road to begin the year, the Thunder is 15-4 since, including 9-1 in January. The month began in San Antonio – a spot where historically teams struggle to go in and simply take care of business. In the second half, that’s exactly what OKC did. That momentum continued to road wins in Cleveland (in a blowout) and Brooklyn (in overtime) to finish that four-game road trip. 
 
Since then, the Thunder beat up on Minnesota twice and swept two other two-game road trips. The first set came against a pair of playoff teams, with the Thunder surging back from 15-down with less than seven minutes to go in Houston to stun the Rockets. Then, in Orlando, the Thunder staved off a furious comeback by the Magic to commence its current stretch of seven wins in its last eight games. After dispatching the Kings by 20 in Sacramento on Wednesday, the Thunder surged ahead with a 13-0 late fourth-quarter run to beat Phoenix on Friday to close the month. 
 
“We just trust each other. We try to play to our identity no matter the circumstances,” Gilgeous-Alexander said. “We just try to control what we can control.”
 
“It just shows growth and understanding that on the road, we have to play together, we have to stick together,” Paul said. “Teams are going to make runs, the crowd is going to be in the game. The confidence that our team has right now when the game is on the line down the stretch is probably at an all-time high.”

 

	
	
 ",5
2889,"
DESPITE BLOWOUT HOME wins against Houston, Orlando and Portland, many of the games last month had a common theme: a tight fourth quarter. Once again, after not thriving in those circumstances early in the year, the Thunder has now turned into one of the scariest teams to be in close combat with in the entire league.
 
In fact, the Thunder outscored its foes by 3.9 points per fourth quarter in the month, the best mark in the league. Paul, the savvy veteran point guard, along with the lightning bolt alongside him in crunch time, Dennis Schröder, have been sensational down the stretch of games. They’ve isolated against big men, hit dagger jumpers in the midrange and from behind the arc and have just generally put the Thunder in positions to win.
 
“We just try to finish,” said Paul, a 2020 All-Star, earning his first selection since the 2015-16 season, “especially when it gets to the four or five-minute mark. We know that’s winning time. That’s when the really good teams lock in.”
 ",6
2890,"
FOR THE MONTH, Schröder averaged 20.4 points on 48.3 percent shooting, including an unreal 46.4 percent from the 3-point line. Meanwhile, Paul notched 5.1 points per fourth quarter in January and 18.3 per game overall in the month.
 
After shouldering a solid amount of the playmaking and defending load over the last month, the Thunder’s three point guards will all be looking forward to a couple days off before revving back up for the month of February. Paul and Schröder will relish spending Saturday and Sunday with their children before the Thunder reconvenes for practice on Monday. With an early morning arrival from Phoenix on Saturday and the Super Bowl on Sunday, Gilgeous-Alexander has set plans as well.
 
“It’ll be good. I won’t be touching a basketball for those two days,” he said, grinning.
 
“Me neither,” Gallinari quipped.

 ",7
